Sex	Year of birth	Mean height (cm)	Mean height lower 95% uncertainty interval (cm)	Mean height upper 95% uncertainty interval (cm)
Men	1909	168.28	162.99	173.80
Men	1909	160.23	156.14	164.15
Men	1909	160.67	157.04	164.31
Men	1909	159.37	157.49	161.18
Men	1909	157.01	153.36	160.44
Men	1909	166.18	162.16	170.25
Men	1909	162.60	159.63	165.49
Men	1909	163.23	159.98	166.68
Men	1909	163.02	158.97	166.97
Men	1909	161.59	159.74	163.42
Men	1909	159.11	157.49	160.68
Men	1909	165.27	162.02	168.56
Men	1909	165.75	162.39	169.21
Men	1909	160.88	156.89	164.91
Men	1909	168.23	162.85	173.70
Men	1909	161.55	156.20	166.81
Men	1909	160.38	156.85	163.90
Men	1909	158.94	155.91	161.94
Men	1909	165.44	161.83	169.20
Men	1909	165.18	163.97	166.39
Men	1909	157.90	155.15	160.62
Men	1909	171.76	170.76	172.74
Men	1909	169.03	167.72	170.33
Men	1909	159.65	156.05	163.23
Men	1909	165.26	161.78	168.83
Men	1909	162.15	159.71	164.49
Men	1909	169.08	166.10	171.97
Men	1909	162.11	156.25	168.15
Men	1909	173.09	172.51	173.64
Men	1909	163.20	160.06	166.34
Men	1909	157.77	154.86	160.60
Men	1909	165.71	163.97	167.42
Men	1909	164.79	161.56	168.33
Men	1909	159.25	155.66	162.81
Men	1909	159.71	156.61	162.95
Men	1909	163.71	157.95	169.47
Men	1909	156.58	154.07	159.08
Men	1909	156.39	152.58	160.13
Men	1909	165.74	164.10	167.39
Men	1909	160.44	158.21	162.66
Men	1909	162.97	160.76	165.11
Men	1909	161.66	158.55	164.75
Men	1909	165.71	162.49	169.00
Men	1909	167.88	166.83	168.90
Men	1909	161.57	157.69	165.33
Men	1909	162.70	158.69	166.76
Men	1909	164.40	160.70	168.22
Men	1909	163.97	158.34	169.45
Men	1909	169.26	167.20	171.30
Men	1909	163.30	159.85	166.76
Men	1909	160.44	158.26	162.58
Men	1909	167.76	164.00	171.43
Men	1909	169.11	167.20	171.03
Men	1909	166.52	163.67	169.40
Men	1909	161.76	158.13	165.51
Men	1909	163.38	161.85	164.93
Men	1909	170.08	167.17	172.98
Men	1909	169.05	164.72	173.47
Men	1909	161.67	158.50	164.81
Men	1909	162.78	157.09	168.46
Men	1909	165.97	163.81	168.01
Men	1909	161.51	160.07	162.90
Men	1909	163.42	161.94	164.88
Men	1909	158.57	155.38	161.73
Men	1909	162.82	157.18	168.52
Men	1909	163.93	158.40	169.56
Men	1909	164.18	160.31	167.92
Men	1909	173.29	172.13	174.47
Men	1909	169.20	168.01	170.42
Men	1909	161.60	156.14	167.04
Men	1909	162.96	161.60	164.32
Men	1909	163.53	157.47	169.61
Men	1909	162.29	158.96	165.69
Men	1909	159.74	158.43	161.09
Men	1909	154.93	151.70	158.18
Men	1909	163.82	160.33	167.45
Men	1909	168.56	165.08	172.06
Men	1909	171.22	167.97	174.45
Men	1909	166.18	162.95	169.40
Men	1909	165.35	163.33	167.34
Men	1909	162.71	161.26	164.13
Men	1909	163.87	159.68	168.20
Men	1909	166.02	163.10	168.94
Men	1909	163.86	160.15	167.56
Men	1909	168.91	163.30	174.73
Men	1909	161.64	156.20	166.95
Men	1909	168.52	167.77	169.25
Men	1909	172.41	171.67	173.14
Men	1909	165.61	162.85	168.39
Men	1909	163.49	159.43	167.77
Men	1909	164.11	160.68	167.57
Men	1909	161.98	158.59	165.32
Men	1909	156.96	155.69	158.24
Men	1909	157.15	154.48	160.05
Men	1909	163.69	159.83	167.67
Men	1909	165.87	162.21	169.56
Women	1909	150.90	146.97	154.86
Women	1909	152.99	149.39	156.71
Women	1909	153.62	150.50	156.76
Women	1909	159.34	157.99	160.73
Women	1909	153.58	148.20	159.01
Women	1909	153.93	148.33	159.68
Women	1909	153.06	147.81	158.24
Women	1909	152.54	149.61	155.43
Women	1909	151.57	147.62	155.58
Women	1909	157.35	156.38	158.29
Women	1909	159.06	157.29	160.84
Women	1909	151.93	147.99	155.79
Women	1909	153.02	147.69	158.41
Women	1909	151.38	148.84	154.00
Women	1909	143.64	141.18	146.11
Women	1909	154.52	152.10	156.91
Women	1909	156.27	150.87	161.76
Women	1909	157.04	156.02	158.04
Women	1909	148.60	145.58	151.55
