Sex	Year of birth	Mean height (cm)	Mean height lower 95% uncertainty interval (cm)	Mean height upper 95% uncertainty interval (cm)
Men	1940	169.12	167.25	171.08
Men	1940	165.16	163.83	166.49
Men	1940	172.68	167.68	177.70
Men	1940	167.24	162.43	171.96
Men	1940	164.11	162.30	165.96
Men	1940	162.18	160.83	163.50
Men	1940	168.65	167.10	170.30
Men	1940	166.63	165.79	167.45
Men	1940	159.85	158.63	161.06
Men	1940	177.51	176.76	178.26
Men	1940	174.23	173.57	174.89
Men	1940	165.14	162.41	167.84
Men	1940	169.33	167.46	171.27
Men	1940	165.76	164.59	166.93
Men	1940	171.18	169.36	172.98
Men	1940	165.37	159.86	170.90
Men	1940	177.19	176.73	177.64
Men	1940	168.83	167.58	170.07
Men	1940	163.23	161.45	165.00
Men	1940	166.81	165.63	167.95
Men	1940	166.60	164.61	168.60
Men	1940	164.87	162.37	167.45
Men	1940	161.43	159.81	163.09
Men	1940	168.14	162.84	173.28
Men	1940	161.16	160.16	162.15
Men	1940	159.99	157.54	162.38
Men	1940	171.00	170.38	171.61
Men	1940	165.93	165.16	166.69
Men	1940	168.79	167.50	170.13
Men	1940	167.51	166.06	169.01
Men	1940	170.38	167.97	172.84
Men	1940	171.13	170.64	171.63
Men	1940	165.75	164.16	167.40
Men	1940	168.19	165.46	171.03
Men	1940	169.96	167.48	172.54
Men	1940	169.26	164.21	174.23
Men	1940	169.86	169.03	170.71
Men	1940	167.16	165.56	168.77
Men	1940	165.76	164.87	166.66
Men	1940	171.58	169.42	173.71
Men	1940	173.76	172.90	174.60
Men	1940	170.12	169.15	171.09
Men	1940	165.46	163.79	167.14
Men	1940	166.26	165.47	167.07
Men	1940	174.28	173.37	175.18
Men	1940	173.37	169.64	177.21
Men	1940	164.32	162.52	166.10
Men	1940	166.56	161.75	171.66
Men	1940	167.73	166.97	168.49
Men	1940	166.47	165.93	167.01
Men	1940	168.14	167.45	168.80
Men	1940	162.06	160.35	163.76
Men	1940	166.59	161.47	171.54
Men	1940	169.26	164.22	174.19
Men	1940	167.11	165.28	168.95
Men	1940	177.02	176.54	177.49
Men	1940	173.38	172.54	174.19
Men	1940	167.31	162.42	172.14
Men	1940	165.96	165.15	166.75
Men	1940	168.65	163.42	173.74
Men	1940	166.25	164.90	167.64
Men	1940	162.69	161.94	163.43
Men	1940	158.94	157.27	160.69
Men	1940	167.32	165.36	169.32
Men	1940	170.40	168.44	172.33
Men	1940	173.92	172.48	175.35
Men	1940	171.33	169.64	173.00
Men	1940	168.83	167.77	169.89
Men	1940	168.63	168.02	169.23
Men	1940	169.07	166.86	171.34
Men	1940	167.72	165.28	170.16
Men	1940	168.12	166.53	169.72
Men	1940	172.49	167.40	177.63
Men	1940	167.33	162.35	172.24
Men	1940	174.11	173.71	174.52
Men	1940	176.40	175.91	176.90
Men	1940	170.19	168.73	171.65
Men	1940	168.88	167.22	170.45
Men	1940	165.93	164.18	167.73
Men	1940	166.77	165.21	168.42
Men	1940	160.80	160.14	161.46
Men	1940	162.91	161.18	164.70
Men	1940	167.69	164.94	170.47
Men	1940	168.91	167.10	170.73
Women	1940	154.88	152.45	157.27
Women	1940	158.80	156.59	161.01
Women	1940	157.63	156.29	158.93
Women	1940	161.40	160.53	162.29
Women	1940	158.06	153.22	162.85
Women	1940	157.50	152.57	162.50
Women	1940	158.46	153.89	163.02
Women	1940	157.12	155.83	158.43
Women	1940	156.08	154.42	157.75
Women	1940	162.20	161.66	162.74
Women	1940	163.07	161.51	164.62
Women	1940	156.54	154.72	158.28
Women	1940	158.43	153.81	163.09
Women	1940	155.27	153.62	156.88
Women	1940	149.04	148.25	149.87
Women	1940	160.20	158.73	161.74
Women	1940	161.34	156.43	166.16
Women	1940	161.22	160.57	161.88
Women	1940	153.99	152.10	155.89
Women	1940	158.50	157.32	159.63
Women	1940	158.44	153.87	163.04
Women	1940	152.47	150.87	154.08
Women	1940	150.19	148.83	151.57
Women	1940	163.92	162.25	165.60
Women	1940	160.74	159.25	162.23
Women	1940	155.65	155.00	156.27
Women	1940	151.02	146.49	155.68
Women	1940	160.86	156.17	165.42
Women	1940	160.91	159.65	162.19
Women	1940	155.83	153.46	158.13
Women	1940	159.44	157.63	161.25
Women	1940	151.81	150.49	153.14
Women	1940	159.16	158.21	160.10
Women	1940	161.70	160.89	162.49
Women	1940	157.25	155.51	159.00
Women	1940	161.88	160.34	163.48
Women	1940	153.79	152.85	154.72
Women	1940	155.66	155.21	156.11
Women	1940	153.75	152.35	155.11
Women	1940	152.29	151.42	153.15
Women	1940	154.92	153.49	156.44
Women	1940	157.66	156.68	158.65
Women	1940	161.92	160.18	163.67
Women	1940	153.45	152.62	154.30
Women	1940	158.47	157.30	159.64
Women	1940	161.46	160.07	162.80
Women	1940	156.95	155.69	158.24
Women	1940	157.64	153.82	161.48
Women	1940	162.04	161.32	162.75
Women	1940	164.54	163.59	165.49
Women	1940	156.50	151.93	161.20
Women	1940	160.94	158.99	162.90
Women	1940	155.81	154.40	157.23
Women	1940	156.63	155.14	158.06
Women	1940	150.34	148.61	152.15
Women	1940	156.83	156.14	157.53
Women	1940	150.24	148.80	151.71
Women	1940	157.51	152.55	162.45
Women	1940	156.93	155.64	158.19
Women	1940	163.49	162.85	164.14
Women	1940	156.32	155.00	157.64
Women	1940	159.81	158.63	160.98
Women	1940	162.17	161.63	162.69
Women	1940	160.66	159.84	161.47
Women	1940	161.56	159.71	163.38
Women	1940	157.88	156.23	159.51
Women	1940	160.26	158.42	162.13
Women	1940	160.62	158.78	162.45
Women	1940	162.80	162.26	163.33
Women	1940	158.11	157.23	158.97
Women	1940	157.88	156.48	159.28
Women	1940	154.43	152.82	156.05
Women	1940	161.94	159.93	163.97
Women	1940	147.50	146.24	148.75
Women	1940	158.27	156.75	159.71
Women	1940	157.13	154.83	159.38
Women	1940	156.29	153.94	158.70
Women	1940	157.52	156.11	158.94
Women	1940	151.86	150.57	153.15
Women	1940	160.63	159.68	161.56
Women	1940	166.36	165.21	167.48
Women	1940	150.79	150.24	151.36
Women	1940	149.04	148.26	149.82
Women	1940	154.38	153.80	154.97
Women	1940	155.78	151.17	160.27
Women	1940	160.68	159.83	161.51
Women	1940	157.99	157.10	158.85
Women	1940	158.17	157.63	158.71
Women	1940	160.60	159.41	161.79
Women	1940	153.30	152.94	153.66
Women	1940	155.93	155.05	156.81
Women	1940	157.83	156.27	159.40
Women	1940	159.56	158.31	160.80
Women	1940	158.43	157.15	159.75
Women	1940	156.34	155.26	157.43
Women	1940	156.80	155.21	158.32
Women	1940	150.10	148.50	151.69
Women	1940	162.96	161.36	164.60
Women	1940	155.68	154.00	157.37
Women	1940	157.50	155.84	159.16
Women	1940	155.99	154.28	157.76
Women	1940	156.50	154.65	158.39
Women	1940	161.75	160.83	162.67
Women	1940	161.88	160.04	163.70
Women	1940	158.16	155.80	160.51
Women	1940	154.38	153.04	155.63
Women	1940	155.99	154.82	157.16
Women	1940	152.40	151.70	153.13
Women	1940	148.84	147.07	150.54
Women	1940	160.83	159.52	162.15
Women	1940	154.95	152.97	156.92
Women	1940	153.54	151.83	155.24
Women	1940	159.54	156.90	162.13
Women	1940	152.32	151.44	153.18
Women	1940	151.95	151.37	152.54
Women	1940	157.50	156.02	158.99
Women	1940	159.38	157.76	160.96
Women	1940	154.48	153.17	155.79
Women	1940	160.87	156.34	165.48
Women	1940	156.72	155.24	158.24
Women	1940	155.57	154.21	156.95
Women	1940	151.54	150.18	152.86
Women	1940	160.86	159.76	161.95
Women	1940	156.23	155.42	157.05
Women	1940	149.75	148.87	150.62
Women	1940	165.20	164.44	165.98
Women	1940	161.84	161.19	162.49
Women	1940	153.03	151.82	154.27
Women	1940	160.83	159.60	162.03
Women	1940	156.97	156.01	157.93
Women	1940	158.98	157.32	160.60
Women	1940	154.74	149.68	159.92
Women	1940	164.53	164.08	165.00
Women	1940	156.99	155.86	158.12
Women	1940	153.53	151.81	155.20
Women	1940	155.34	154.28	156.35
Women	1940	156.94	154.96	158.85
Women	1940	153.41	150.94	155.88
Women	1940	154.81	153.18	156.48
Women	1940	155.77	150.76	160.62
Women	1940	149.62	148.93	150.31
Women	1940	150.89	150.17	151.66
Women	1940	159.94	159.24	160.62
Women	1940	157.54	156.47	158.62
Women	1940	156.16	155.00	157.32
Women	1940	156.59	155.10	158.12
Women	1940	159.31	156.90	161.63
Women	1940	160.28	159.81	160.76
Women	1940	157.30	155.90	158.72
Women	1940	160.81	158.19	163.42
Women	1940	161.88	159.75	164.05
Women	1940	158.45	153.67	163.02
Women	1940	159.79	158.95	160.63
Women	1940	157.55	155.78	159.28
Women	1940	154.73	153.79	155.67
Women	1940	161.55	160.09	163.04
Women	1940	161.63	160.79	162.50
Women	1940	159.36	158.39	160.30
Women	1940	156.75	155.08	158.39
Women	1940	154.81	154.02	155.61
Women	1940	162.88	161.99	163.76
Women	1940	161.29	157.64	164.83
Women	1940	153.89	151.98	155.81
Women	1940	156.43	151.81	160.96
Women	1940	158.37	157.65	159.09
Women	1940	153.89	153.36	154.43
Women	1940	157.03	156.34	157.74
Women	1940	150.59	148.96	152.22
Women	1940	156.46	151.91	160.95
Women	1940	158.38	153.81	162.96
Women	1940	157.63	155.98	159.35
Women	1940	164.58	163.78	165.35
Women	1940	162.11	160.92	163.34
Women	1940	155.75	151.19	160.39
Women	1940	154.76	153.99	155.54
Women	1940	157.67	155.71	159.68
Women	1940	155.46	154.48	156.42
Women	1940	152.87	152.15	153.59
Women	1940	150.42	148.89	151.92
Women	1940	157.68	156.22	159.12
Women	1940	160.68	158.71	162.63
Women	1940	163.68	162.26	165.11
Women	1940	160.19	158.68	161.75
Women	1940	156.26	155.25	157.27
Women	1940	155.26	154.68	155.83
Women	1940	159.89	157.89	161.88
Women	1940	159.18	156.76	161.61
Women	1940	158.54	157.22	159.86
Women	1940	161.34	156.41	166.18
Women	1940	155.77	151.18	160.17
Women	1940	161.48	161.06	161.89
Women	1940	162.91	162.44	163.38
Women	1940	157.26	155.92	158.64
Women	1940	157.65	156.13	159.17
Women	1940	157.76	156.13	159.45
Women	1940	153.71	152.14	155.26
Women	1940	150.92	150.27	151.59
Women	1940	152.19	150.70	153.65
Women	1940	157.57	156.51	158.63
Women	1940	159.95	158.58	161.25
Men	1941	163.50	158.34	168.80
Men	1941	169.80	167.49	172.04
Men	1941	169.84	168.46	171.21
Men	1941	171.63	170.76	172.53
Men	1941	169.43	164.37	174.46
Men	1941	167.28	161.95	172.56
Men	1941	169.35	164.26	174.36
Men	1941	169.59	167.99	171.17
Men	1941	169.23	166.77	171.59
Men	1941	174.82	174.27	175.35
Men	1941	174.62	173.11	176.13
Men	1941	170.06	168.25	171.75
Men	1941	169.37	164.42	174.35
Men	1941	165.14	163.52	166.80
Men	1941	162.42	161.44	163.41
Men	1941	172.30	170.77	173.87
Men	1941	172.67	167.58	177.81
Men	1941	172.93	172.27	173.58
Men	1941	165.91	163.92	167.94
Men	1941	168.17	166.59	169.73
Men	1941	169.35	164.51	174.36
Men	1941	162.53	160.92	164.17
Men	1941	162.71	158.80	166.67
Men	1941	175.39	173.79	176.95
Men	1941	170.00	168.36	171.65
Men	1941	167.96	167.26	168.67
Men	1941	161.04	156.11	166.06
Men	1941	172.84	167.87	177.81
Men	1941	168.32	166.27	170.33
Men	1941	166.77	161.75	171.68
Men	1941	169.47	167.70	171.31
Men	1941	160.17	158.33	162.00
Men	1941	168.87	167.42	170.28
Men	1941	174.55	173.77	175.39
Men	1941	166.45	163.54	169.31
Men	1941	170.05	167.28	172.87
Men	1941	166.66	165.68	167.60
Men	1941	166.48	166.05	166.91
Men	1941	164.71	163.21	166.19
Men	1941	164.84	163.86	165.80
Men	1941	164.16	162.21	166.10
Men	1941	167.58	165.85	169.38
Men	1941	172.26	170.49	174.08
Men	1941	166.53	165.67	167.37
Men	1941	167.76	166.38	169.17
Men	1941	174.24	172.89	175.62
Men	1941	168.11	166.81	169.43
Men	1941	168.78	164.80	172.73
Men	1941	174.32	173.60	175.04
Men	1941	176.32	175.96	176.68
Men	1941	166.72	161.81	171.73
Men	1941	172.02	169.93	174.02
Men	1941	167.29	165.21	169.37
Men	1941	167.17	164.40	169.89
Men	1941	161.82	159.99	163.64
Men	1941	167.70	166.84	168.56
Men	1941	166.10	163.39	168.86
Men	1941	167.29	162.01	172.64
Men	1941	168.35	167.08	169.63
Men	1941	175.95	175.30	176.59
Men	1941	166.77	165.11	168.43
Men	1941	171.77	170.64	172.87
Men	1941	175.09	174.60	175.60
Men	1941	172.50	171.70	173.29
Men	1941	172.31	170.47	174.10
Men	1941	167.86	164.98	170.71
Men	1941	165.57	163.45	167.71
Men	1941	172.20	170.36	174.10
Men	1941	174.68	174.18	175.19
Men	1941	166.84	165.72	167.96
Men	1941	170.22	168.77	171.68
Men	1941	165.41	163.72	167.09
Men	1941	172.19	169.94	174.53
Men	1941	161.72	159.49	163.92
Men	1941	168.56	165.94	171.15
Men	1941	167.87	162.95	172.73
Men	1941	167.51	165.12	169.91
Men	1941	169.30	164.35	174.27
Men	1941	166.14	163.51	168.82
Men	1941	172.43	171.47	173.43
Men	1941	179.13	178.00	180.20
Men	1941	163.04	162.47	163.59
Men	1941	159.70	158.92	160.49
Men	1941	167.21	166.63	167.79
Men	1941	167.46	162.52	172.26
Men	1941	173.44	172.54	174.34
Men	1941	170.19	169.27	171.07
Men	1941	169.98	169.46	170.49
Men	1941	170.99	169.73	172.25
Men	1941	165.52	165.16	165.87
Men	1941	167.88	166.77	169.00
Men	1941	168.71	163.58	173.75
Men	1941	170.66	167.90	173.39
Men	1941	167.73	166.44	169.00
Men	1941	168.62	167.55	169.73
Men	1941	167.17	164.93	169.39
Men	1941	158.28	156.49	160.06
Men	1941	174.02	172.37	175.67
Men	1941	169.10	167.43	170.75
Men	1941	165.11	163.42	166.84
Men	1941	162.82	160.92	164.76
Men	1941	169.49	167.55	171.38
Men	1941	173.65	172.81	174.47
Men	1941	174.15	172.35	176.01
Men	1941	172.88	167.79	177.70
Men	1941	164.34	161.66	166.97
Men	1941	164.52	162.70	166.33
Men	1941	163.49	162.79	164.21
Men	1941	160.09	158.14	162.03
Men	1941	170.06	167.26	172.84
Men	1941	166.26	164.18	168.31
Men	1941	165.33	163.48	167.14
Men	1941	167.32	164.58	170.11
Men	1941	165.50	164.64	166.34
Men	1941	164.48	163.86	165.09
Men	1941	167.18	165.69	168.64
Men	1941	169.28	167.46	171.20
Men	1941	165.27	163.98	166.55
Men	1941	172.84	167.85	177.83
Men	1941	167.39	162.58	172.11
Men	1941	164.24	162.43	166.06
Men	1941	162.27	160.94	163.58
Men	1941	168.75	167.22	170.36
Men	1941	166.69	165.86	167.51
Men	1941	159.93	158.73	161.14
Men	1941	177.67	176.92	178.42
Men	1941	174.38	173.72	175.03
Men	1941	165.25	162.54	167.95
Men	1941	169.47	167.64	171.36
Men	1941	165.89	164.72	167.05
Men	1941	171.28	169.47	173.06
Men	1941	165.48	159.96	171.00
Men	1941	177.25	176.80	177.70
Men	1941	168.97	167.75	170.19
Men	1941	163.40	161.62	165.16
Men	1941	166.85	165.69	167.98
Men	1941	166.66	164.69	168.63
Men	1941	165.02	162.52	167.59
Men	1941	161.51	159.89	163.15
Men	1941	168.27	162.97	173.41
Men	1941	161.31	160.32	162.30
Men	1941	160.10	157.70	162.46
Men	1941	171.17	170.55	171.78
Men	1941	166.11	165.34	166.86
Men	1941	168.93	167.60	170.28
Men	1941	167.65	166.24	169.13
Men	1941	170.54	168.13	173.00
Men	1941	171.33	170.84	171.82
Men	1941	165.86	164.30	167.50
Men	1941	168.32	165.59	171.16
Men	1941	170.09	167.63	172.62
Men	1941	169.39	164.37	174.36
Men	1941	169.89	169.08	170.73
Men	1941	167.32	165.74	168.90
Men	1941	165.87	165.01	166.77
Men	1941	171.74	169.61	173.84
Men	1941	173.94	173.10	174.79
Men	1941	170.25	169.30	171.22
Men	1941	165.59	163.94	167.23
Men	1941	166.41	165.63	167.23
Men	1941	174.42	173.53	175.31
Men	1941	173.52	169.81	177.35
Men	1941	164.43	162.65	166.19
Men	1941	166.68	161.88	171.74
Men	1941	167.79	167.03	168.55
Men	1941	166.64	166.10	167.17
Men	1941	168.32	167.63	168.98
Men	1941	162.17	160.48	163.85
Men	1941	166.71	161.57	171.65
Men	1941	169.39	164.35	174.34
Men	1941	167.23	165.42	169.04
Men	1941	177.14	176.67	177.61
Men	1941	173.49	172.66	174.30
Men	1941	167.46	162.57	172.31
Men	1941	166.04	165.23	166.83
Men	1941	168.78	163.55	173.86
Men	1941	166.36	165.02	167.73
Men	1941	162.80	162.06	163.53
Men	1941	159.07	157.41	160.78
Men	1941	167.45	165.55	169.43
Men	1941	170.50	168.56	172.40
Men	1941	174.04	172.61	175.43
Men	1941	171.44	169.75	173.10
Men	1941	168.93	167.90	169.99
Men	1941	168.77	168.17	169.37
Men	1941	169.21	167.06	171.43
Men	1941	167.78	165.32	170.21
Men	1941	168.24	166.69	169.79
Men	1941	172.66	167.57	177.80
Men	1941	167.47	162.52	172.38
Men	1941	174.24	173.85	174.65
Men	1941	176.49	176.00	176.99
Men	1941	170.32	168.87	171.78
Men	1941	169.00	167.39	170.53
Men	1941	166.01	164.31	167.77
Men	1941	166.89	165.32	168.52
Men	1941	160.93	160.30	161.58
Men	1941	163.04	161.30	164.80
Men	1941	167.81	165.09	170.60
Men	1941	169.02	167.23	170.79
Women	1941	154.99	152.60	157.36
Women	1941	158.94	156.76	161.14
Women	1941	157.74	156.40	159.04
Women	1941	161.48	160.60	162.36
Women	1941	158.18	153.36	162.97
Women	1941	157.62	152.72	162.62
Women	1941	158.59	154.03	163.16
Women	1941	157.23	155.96	158.55
Women	1941	156.21	154.60	157.81
Women	1941	162.31	161.78	162.84
Women	1941	163.16	161.61	164.71
Women	1941	156.67	154.89	158.39
Women	1941	158.56	153.93	163.21
Women	1941	155.38	153.73	157.00
Women	1941	149.20	148.43	150.01
Women	1941	160.36	158.89	161.89
Women	1941	161.49	156.55	166.26
Women	1941	161.32	160.68	161.98
Women	1941	154.13	152.25	156.00
Women	1941	158.64	157.52	159.73
Women	1941	158.57	154.01	163.16
Women	1941	152.58	150.99	154.17
Women	1941	150.31	148.99	151.65
Women	1941	164.09	162.42	165.76
Women	1941	160.84	159.40	162.29
Women	1941	155.76	155.11	156.38
Women	1941	151.16	146.64	155.81
Women	1941	161.00	156.33	165.53
Women	1941	161.04	159.81	162.28
Women	1941	155.92	153.60	158.19
Women	1941	159.59	157.80	161.35
Women	1941	151.95	150.67	153.23
Women	1941	159.31	158.38	160.25
Women	1941	161.75	160.95	162.55
Women	1941	157.40	155.69	159.11
Women	1941	162.02	160.52	163.57
Women	1941	153.91	152.98	154.84
Women	1941	155.77	155.33	156.22
Women	1941	153.90	152.50	155.26
Women	1941	152.44	151.60	153.27
Women	1941	155.02	153.62	156.49
Women	1941	157.79	156.83	158.77
Women	1941	162.03	160.31	163.74
Women	1941	153.63	152.79	154.46
Women	1941	158.61	157.48	159.75
Women	1941	161.65	160.29	163.00
Women	1941	157.08	155.82	158.37
Women	1941	157.76	153.98	161.58
Women	1941	162.22	161.49	162.92
Women	1941	164.68	163.72	165.63
Women	1941	156.60	152.05	161.32
Women	1941	161.09	159.15	163.02
Women	1941	155.92	154.55	157.31
Women	1941	156.77	155.32	158.17
Women	1941	150.48	148.77	152.26
Women	1941	157.00	156.32	157.68
Women	1941	150.40	148.97	151.86
Women	1941	157.64	152.68	162.57
Women	1941	157.03	155.77	158.27
Women	1941	163.64	163.01	164.28
Women	1941	156.40	155.13	157.68
Women	1941	159.92	158.76	161.07
Women	1941	162.35	161.81	162.86
Women	1941	160.76	159.94	161.57
Women	1941	161.66	159.84	163.44
Women	1941	158.02	156.41	159.62
Women	1941	160.39	158.57	162.20
Women	1941	160.76	158.94	162.59
Women	1941	162.91	162.38	163.43
Women	1941	158.24	157.39	159.08
Women	1941	158.06	156.65	159.46
Women	1941	154.61	153.00	156.23
Women	1941	162.08	160.11	164.07
Women	1941	147.61	146.37	148.85
Women	1941	158.40	156.93	159.81
Women	1941	157.26	154.99	159.48
Women	1941	156.41	154.08	158.78
Women	1941	157.64	156.28	159.03
Women	1941	151.98	150.73	153.26
Women	1941	160.72	159.78	161.64
Women	1941	166.46	165.30	167.58
Women	1941	150.88	150.33	151.44
Women	1941	149.18	148.41	149.96
Women	1941	154.50	153.93	155.09
Women	1941	155.91	151.30	160.38
Women	1941	160.81	159.97	161.63
Women	1941	158.11	157.22	158.97
Women	1941	158.25	157.71	158.78
Women	1941	160.75	159.57	161.93
Women	1941	153.53	153.18	153.89
Women	1941	156.05	155.19	156.92
Women	1941	157.96	156.44	159.49
Women	1941	159.63	158.42	160.83
Women	1941	158.48	157.20	159.79
Women	1941	156.48	155.43	157.53
Women	1941	156.93	155.40	158.40
Women	1941	150.24	148.68	151.79
Women	1941	163.13	161.54	164.73
Women	1941	155.83	154.17	157.51
Women	1941	157.58	155.97	159.20
Women	1941	156.12	154.46	157.84
Women	1941	156.66	154.85	158.52
Women	1941	161.91	161.00	162.82
Women	1941	162.01	160.20	163.82
Women	1941	158.29	155.96	160.59
Women	1941	154.46	153.17	155.67
Women	1941	156.08	154.95	157.21
Women	1941	152.56	151.87	153.28
Women	1941	149.00	147.27	150.65
Women	1941	160.96	159.69	162.23
Women	1941	155.07	153.09	157.04
Women	1941	153.60	151.91	155.28
Women	1941	159.66	157.03	162.20
Women	1941	152.44	151.56	153.29
Women	1941	152.08	151.51	152.68
Women	1941	157.57	156.10	159.03
Women	1941	159.52	157.95	161.06
Women	1941	154.63	153.37	155.90
Women	1941	161.01	156.48	165.61
Women	1941	156.84	155.38	158.31
Women	1941	155.67	154.36	157.01
Women	1941	151.70	150.35	153.01
Women	1941	160.93	159.86	161.99
Women	1941	156.31	155.50	157.12
Women	1941	149.85	148.99	150.70
Women	1941	165.35	164.58	166.13
Women	1941	161.98	161.34	162.62
Women	1941	153.14	151.96	154.36
Women	1941	160.94	159.76	162.09
Women	1941	157.10	156.15	158.04
Women	1941	159.14	157.49	160.76
Women	1941	154.86	149.80	160.00
Women	1941	164.61	164.17	165.07
Women	1941	157.11	156.00	158.22
Women	1941	153.69	151.99	155.35
Women	1941	155.40	154.35	156.40
Women	1941	157.01	155.08	158.88
Women	1941	153.56	151.11	156.03
Women	1941	154.89	153.29	156.54
Women	1941	155.90	150.90	160.73
Women	1941	149.77	149.08	150.45
Women	1941	150.93	150.22	151.70
Women	1941	160.08	159.39	160.75
Women	1941	157.68	156.61	158.76
Women	1941	156.31	155.15	157.48
Women	1941	156.73	155.26	158.22
Women	1941	159.45	157.04	161.76
Women	1941	160.42	159.94	160.89
Women	1941	157.40	156.05	158.76
Women	1941	160.92	158.33	163.51
Women	1941	162.00	159.91	164.16
Women	1941	158.58	153.83	163.14
Women	1941	159.82	159.01	160.65
Women	1941	157.69	155.95	159.38
Women	1941	154.83	153.89	155.75
Women	1941	161.68	160.26	163.13
Women	1941	161.81	160.98	162.69
Women	1941	159.46	158.51	160.40
Women	1941	156.87	155.25	158.47
Women	1941	154.98	154.20	155.78
Women	1941	162.98	162.13	163.85
Women	1941	161.44	157.80	164.95
Women	1941	153.99	152.10	155.89
Women	1941	156.53	151.89	161.06
Women	1941	158.44	157.73	159.16
Women	1941	154.16	153.62	154.69
Women	1941	157.19	156.48	157.89
Women	1941	150.74	149.12	152.36
Women	1941	156.56	152.02	161.05
Women	1941	158.52	153.97	163.10
Women	1941	157.74	156.12	159.41
Women	1941	164.68	163.89	165.45
Women	1941	162.20	161.02	163.43
Women	1941	155.88	151.33	160.54
Women	1941	154.88	154.12	155.66
Women	1941	157.79	155.87	159.74
Women	1941	155.56	154.60	156.48
Women	1941	152.99	152.28	153.71
Women	1941	150.56	149.06	152.01
Women	1941	157.82	156.40	159.24
Women	1941	160.77	158.84	162.72
Women	1941	163.79	162.41	165.20
Women	1941	160.27	158.79	161.83
Women	1941	156.38	155.39	157.40
Women	1941	155.40	154.82	155.97
Women	1941	160.03	158.07	162.01
Women	1941	159.19	156.75	161.61
Women	1941	158.63	157.37	159.92
Women	1941	161.48	156.57	166.31
Women	1941	155.90	151.32	160.29
Women	1941	161.60	161.20	162.02
Women	1941	162.99	162.53	163.45
Women	1941	157.41	156.06	158.77
Women	1941	157.77	156.29	159.25
Women	1941	157.84	156.25	159.51
Women	1941	153.87	152.33	155.43
Women	1941	151.11	150.46	151.77
Women	1941	152.35	150.89	153.79
Women	1941	157.70	156.68	158.74
Women	1941	160.03	158.71	161.30
Men	1942	163.57	158.40	168.86
Men	1942	169.95	167.69	172.17
Men	1942	169.99	168.65	171.35
Men	1942	171.70	170.84	172.59
Men	1942	169.58	164.54	174.63
Men	1942	167.42	162.09	172.70
Men	1942	169.48	164.41	174.53
Men	1942	169.75	168.17	171.32
Men	1942	169.36	166.96	171.67
Men	1942	174.96	174.43	175.49
Men	1942	174.74	173.23	176.23
Men	1942	170.19	168.45	171.84
Men	1942	169.50	164.51	174.46
Men	1942	165.30	163.68	166.94
Men	1942	162.51	161.53	163.49
Men	1942	172.44	170.91	174.01
Men	1942	172.84	167.77	178.00
Men	1942	173.10	172.43	173.74
Men	1942	166.05	164.05	168.05
Men	1942	168.32	166.77	169.86
Men	1942	169.48	164.65	174.47
Men	1942	162.57	160.96	164.20
Men	1942	162.85	158.95	166.76
Men	1942	175.56	173.97	177.14
Men	1942	170.11	168.51	171.72
Men	1942	168.07	167.37	168.77
Men	1942	161.16	156.22	166.17
Men	1942	173.00	168.03	177.98
Men	1942	168.46	166.46	170.43
Men	1942	166.88	161.86	171.78
Men	1942	169.64	167.90	171.47
Men	1942	160.28	158.46	162.08
Men	1942	169.02	167.58	170.45
Men	1942	174.62	173.85	175.45
Men	1942	166.60	163.71	169.46
Men	1942	170.19	167.45	173.01
Men	1942	166.80	165.83	167.74
Men	1942	166.56	166.15	166.99
Men	1942	164.86	163.35	166.34
Men	1942	164.98	164.04	165.92
Men	1942	164.27	162.38	166.19
Men	1942	167.75	166.04	169.54
Men	1942	172.35	170.61	174.15
Men	1942	166.65	165.80	167.49
Men	1942	167.89	166.54	169.28
Men	1942	174.39	173.05	175.77
Men	1942	168.24	166.96	169.55
Men	1942	168.93	164.97	172.89
Men	1942	174.50	173.79	175.22
Men	1942	176.43	176.08	176.78
Men	1942	166.84	161.93	171.80
Men	1942	172.15	170.10	174.14
Men	1942	167.42	165.36	169.48
Men	1942	167.32	164.55	170.04
Men	1942	161.97	160.17	163.77
Men	1942	167.86	167.02	168.71
Men	1942	166.20	163.50	168.94
Men	1942	167.44	162.20	172.77
Men	1942	168.43	167.19	169.69
Men	1942	176.13	175.47	176.76
Men	1942	166.89	165.26	168.52
Men	1942	171.87	170.77	172.94
Men	1942	175.26	174.77	175.77
Men	1942	172.65	171.85	173.44
Men	1942	172.40	170.62	174.18
Men	1942	168.01	165.15	170.84
Men	1942	165.71	163.63	167.81
Men	1942	172.34	170.53	174.23
Men	1942	174.84	174.35	175.35
Men	1942	166.99	165.88	168.09
Men	1942	170.44	168.98	171.88
Men	1942	165.59	163.90	167.27
Men	1942	172.34	170.10	174.63
Men	1942	161.83	159.61	164.03
Men	1942	168.69	166.11	171.27
Men	1942	168.01	163.12	172.91
Men	1942	167.63	165.28	169.98
Men	1942	169.43	164.47	174.40
Men	1942	166.24	163.61	168.92
Men	1942	172.57	171.61	173.56
Men	1942	179.23	178.12	180.30
Men	1942	163.08	162.52	163.63
Men	1942	159.83	159.06	160.62
Men	1942	167.36	166.79	167.93
Men	1942	167.61	162.66	172.41
Men	1942	173.60	172.71	174.49
Men	1942	170.34	169.42	171.24
Men	1942	170.12	169.61	170.63
Men	1942	171.14	169.88	172.39
Men	1942	165.80	165.46	166.15
